Summary_file = p20N150c_h.sum
Title = p20N150
           year            day           date   sum@met_rain sum@soilwat2_runoff sum@soilwat2_drain    labile_p(1)    labile_p(2)    labile_p(3)    labile_p(4)    labile_p(5)    labile_p(6)    labile_p(7)    labile_p(8)    labile_p(9)   labile_p(10)      rock_p(1)       fom_p(1)          no3()          nh4()       fom_n(1)       fom_c(1)      biom_n(1)       hum_n(1) sum@soilwat2_es          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)       sw_dep()            esw   surfaceom_wt   surfaceom_wt avg@maize_swdef_photo avg@maize_nfact_photo avg@maize_pfact_photo flowering_date          yield        biomass       p_uptake       n_uptake     root_depth        root_wt         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)   unavail_p(1)        N_leach           flag      crop_year           crop
         (year)          (day)             ()           (mm)                (mm)               (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)        (kg/ha)        (kg/ha)                    ()                    ()                    ()          (doy)        (kg/ha)        (kg/ha)        (g/m^2)        (g/m^2)           (mm)        (g/m^2)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (?)            (?)            (?)
           1962             98     08/04/1962        873.400              47.403            328.163         15.012          2.639          2.057          2.092          1.346          1.335          1.300          1.262          1.226          1.189          0.000          0.072         31.330          1.498          2.551         77.801        141.600       1344.010         416.859          0.276          0.283          0.287          0.287          0.245          0.239          0.260          0.281          0.293          0.299        465.412         77.412          0.023          0.023                 0.369                 0.381                 0.552             40       4044.805      10592.030          0.930         15.764       1700.000        152.503          8.205          4.352          3.712          5.154          2.758          1.564          1.512          1.327          1.334          1.413         96.462         30.271              ?              ?              ?
           1963             97     07/04/1963       1051.300             163.230            463.380         15.785          2.617          2.035          2.073          1.303          1.304          1.276          1.239          1.197          1.173          0.000          0.085         44.789          1.044          3.654         94.763        148.505       1348.979         382.420          0.203          0.268          0.270          0.256          0.260          0.269          0.282          0.293          0.299          0.300        465.851         77.851          0.000          0.000                 0.390                 0.387                 0.392             35       4648.579      10042.772          0.950         13.941       1700.000        120.915          8.406          3.209          1.821          3.085          3.491          3.636          4.504          5.057          5.540          6.040         99.659        100.323              ?              ?              ?
           1964            103     12/04/1964        670.000              42.965            205.915         17.291          2.767          2.098          2.109          1.305          1.298          1.280          1.239          1.187          1.168          0.000          0.118         49.368          1.310          4.851        133.290        173.106       1353.522         337.615          0.100          0.200          0.211          0.216          0.223          0.237          0.264          0.284          0.295          0.299        414.934         36.924          0.161          0.161                 0.356                 0.353                 0.297             48       2149.914       8016.123          0.532         12.901       1700.000        127.274          8.932          3.912          4.589          9.121          7.330          5.006          4.043          2.891          2.019          1.526        103.584         38.112              ?              ?              ?
           1965            106     16/04/1965        903.200              90.534            468.762         16.393          2.653          2.061          2.100          1.288          1.272          1.250          1.204          1.170          1.157          0.000          0.120         27.392          1.256          6.195        152.226        168.974       1357.359         333.062          0.100          0.200          0.202          0.202          0.204          0.212          0.246          0.273          0.289          0.297        394.865         16.865          0.044          0.044                 0.372                 0.396                 0.307             46       2299.687       8734.980          0.558         13.464       1700.000        146.273          9.777          2.001          1.079          1.652          1.103          0.619          0.928          1.303          2.634          6.295        107.595         87.934              ?              ?              ?
           1966            106     16/04/1966        830.000              51.544            329.994         16.211          2.528          1.953          1.956          1.257          1.309          1.293          1.247          1.200          1.168          0.000          0.091         65.096          1.584          4.539        111.944        164.390       1361.923         330.162          0.228          0.285          0.293          0.299          0.300          0.300          0.300          0.300          0.301          0.301        500.842        112.842          0.019          0.019                 0.384                 0.416                 0.347             45       4723.650       9832.172          0.993         13.978       1700.000        118.226          5.778          3.129          3.390          8.150          9.584          9.702          8.752          7.116          5.441          4.055        111.906         66.345              ?              ?              ?
           1967            128     08/05/1967        841.400              49.178            386.454         19.495          2.878          2.153          2.182          1.355          1.327          1.292          1.227          1.191          1.171          0.000          0.062         49.060          1.124          2.617         67.761        143.900       1365.888         405.033          0.103          0.201          0.219          0.218          0.219          0.231          0.260          0.281          0.294          0.299        412.648         34.356          0.036          0.036                 0.357                 0.359                 0.373             69       2860.301       9662.804          0.678         15.037       1700.000        151.806          7.927          3.055          2.728          5.169          4.310          3.421          4.454          5.017          5.942          7.037        117.503        103.355              ?              ?              ?
           1968            109     18/04/1968        654.300              42.634            227.233         17.021          2.805          2.114          2.177          1.325          1.303          1.266          1.217          1.183          1.148          0.000          0.106         41.220          1.171          4.847        123.509        169.009       1370.286         326.351          0.100          0.200          0.205          0.207          0.212          0.224          0.256          0.279          0.293          0.298        404.406         26.402          0.137          0.137                 0.387                 0.393                 0.295             50       2700.553       8974.483          0.629         14.082       1700.000        140.380         13.342          4.400          3.604          5.199          3.398          2.169          2.303          2.236          2.278          2.291        121.339         41.308              ?              ?              ?
           1969             87     28/03/1969        654.000              20.999            192.790         15.242          2.585          2.031          2.078          1.284          1.287          1.247          1.177          1.146          1.126          0.000          0.088         53.096          1.392          4.575        111.039        159.357       1374.956         321.511          0.290          0.290          0.286          0.288          0.280          0.246          0.263          0.283          0.294          0.299        477.173         89.173          0.000          0.000                 0.387                 0.384                 0.320             31       4626.629      11255.907          1.101         16.188       1700.000        162.531         12.632          8.561          7.197          9.983          5.671          2.375          2.040          1.654          1.523          1.459        123.663         30.649              ?              ?              ?
           1970            105     15/04/1970        970.700              66.275            407.236         20.194          2.958          2.136          2.168          1.302          1.275          1.251          1.192          1.152          1.125          0.000          0.069         80.020          1.060          3.007         76.939        175.051       1381.719         450.860          0.217          0.202          0.203          0.204          0.208          0.218          0.252          0.276          0.291          0.298        411.719         23.719          0.000          0.000                 0.349                 0.350                 0.415             46       1684.426       6650.623          0.425         10.720       1700.000        111.199         56.680          7.939          1.425          1.441          1.250          1.130          1.860          2.234          2.818          3.242        126.082         70.315              ?              ?              ?
           1971             87     28/03/1971        706.200              52.972            210.292         17.369          2.529          1.937          1.974          1.231          1.268          1.221          1.167          1.129          1.115          0.000          0.085         49.842          1.107          4.295        103.138        173.019       1386.120         330.625          0.177          0.259          0.273          0.284          0.290          0.295          0.299          0.300          0.300          0.300        484.356         98.656          0.064          0.064                 0.386                 0.383                 0.333             29       4199.000      10501.187          0.910         15.202       1700.000        150.654          9.846          4.863          5.209         10.456          8.122          4.815          2.617          1.590          1.202          1.122        129.104         29.006              ?              ?              ?
           1972             91     31/03/1972        913.200              94.178            313.123         16.945          2.552          1.988          2.046          1.252          1.249          1.223          1.167          1.129          1.109          0.000          0.059         31.675          1.334          2.583         65.080        162.389       1391.646         388.872          0.293          0.302          0.306          0.306          0.306          0.306          0.306          0.306          0.306          0.306        518.477        130.477          0.010          0.010                 0.368                 0.366                 0.351             31       5507.947      12264.764          1.155         16.463       1700.000        161.271          3.270          3.164          3.104          5.104          3.918          2.688          2.270          2.207          2.591          3.359        131.338         69.280              ?              ?              ?
           1973            107     17/04/1973        636.200              18.274            194.214         20.038          2.737          2.087          2.135          1.317          1.298          1.257          1.218          1.168          1.130          0.000          0.053        108.823          1.169          2.245         60.467        161.160       1397.217         345.021          0.194          0.255          0.266          0.272          0.267          0.244          0.259          0.280          0.293          0.299        454.342         66.962          0.232          0.232                 0.353                 0.374                 0.281             52       2588.458       6712.624          0.592         10.167       1700.000        100.344         20.534         15.706         16.470         25.274         14.790          6.025          3.914          2.756          1.941          1.415        134.810         31.107              ?              ?              ?
           1974             98     08/04/1974       1186.800              88.792            541.424         15.938          2.560          1.961          1.998          1.203          1.227          1.188          1.145          1.123          1.104          0.000          0.044         45.223          1.631          1.806         45.607        135.492       1399.199         435.455          0.246          0.281          0.288          0.294          0.296          0.298          0.299          0.300          0.300          0.300        498.807        110.807          0.000          0.000                 0.394                 0.404                 0.481             38       5062.684      10954.929          1.310         14.019       1700.000        111.272          8.506          3.651          2.482          3.589          3.654          3.741          4.339          4.660          5.039          5.562        138.311         98.464              ?              ?              ?
           1975             88     29/03/1975       1165.200             177.385            457.041         16.419          2.514          1.936          1.981          1.194          1.216          1.177          1.130          1.107          1.096          0.000          0.062         28.115          0.868          1.881         67.454        131.053       1401.474         424.939          0.181          0.262          0.275          0.284          0.290          0.294          0.298          0.300          0.300          0.300        485.238         99.112          0.057          0.057                 0.380                 0.377                 0.790             29       5360.536      11163.133          1.099         15.035       1700.000        137.553          6.063          2.574          1.944          3.378          3.237          2.684          2.190          1.852          1.897          2.296        139.718         59.293              ?              ?              ?
           1976            103     12/04/1976        801.900              38.001            225.205         15.084          2.470          1.941          1.991          1.207          1.233          1.201          1.151          1.111          1.099          0.000          0.051         24.528          1.080          1.671         54.459        117.650       1402.888         379.912          0.283          0.297          0.302          0.302          0.301          0.299          0.295          0.291          0.296          0.299        504.809        116.809          0.000          0.000                 0.358                 0.355                 0.379             43       5795.072      12664.450          1.256         17.335       1700.000        173.285          6.372          4.308          3.125          3.499          1.843          0.934          0.824          0.863          1.147          1.612        141.384         35.020              ?              ?              ?
           1977            113     23/04/1977       1122.500             144.208            458.299         15.975          2.543          1.990          2.048          1.263          1.280          1.245          1.197          1.137          1.106          0.000          0.048         27.842          1.177          1.501         45.301        128.701       1406.602         423.730          0.169          0.248          0.259          0.265          0.270          0.277          0.288          0.296          0.299          0.300        466.476         81.602          0.000          0.000                 0.362                 0.359                 0.430             52       5809.121      12588.447          1.255         15.702       1700.000        132.792          6.770          1.675          1.036          1.465          1.361          1.390          2.094          2.978          3.979          5.094        142.706         92.390              ?              ?              ?
           1978             97     07/04/1978       1159.600             105.083            501.460         14.098          2.483          1.952          2.008          1.208          1.235          1.197          1.151          1.112          1.091          0.000          0.051         14.697          1.224          1.482         54.960        113.469       1407.362         384.739          0.245          0.287          0.294          0.298          0.299          0.297          0.296          0.299          0.300          0.300        500.350        112.350          0.000          0.000                 0.372                 0.370                 0.488             40       6531.882      13489.272          1.432         17.420       1700.000        171.885          6.399          2.595          1.429          1.360          0.766          0.477          0.358          0.333          0.391          0.589        144.390         53.479              ?              ?              ?
           1979            112     22/04/1979        678.800              18.436            185.954         17.187          2.634          2.001          2.056          1.253          1.272          1.235          1.184          1.129          1.094          0.000          0.095         66.048          0.956          3.240        107.966        142.330       1410.911         391.925          0.192          0.252          0.261          0.265          0.260          0.260          0.271          0.284          0.294          0.299        457.009         69.798          0.067          0.067                 0.361                 0.358                 0.441             52       3515.887       9033.753          0.755         12.162       1700.000        106.202         17.186         11.836         11.062         12.903          5.257          2.066          1.610          1.435          1.364          1.328        145.111         19.379              ?              ?              ?
           1980             85     25/03/1980        661.100              25.359            252.304         17.132          2.613          2.000          2.037          1.192          1.195          1.169          1.129          1.092          1.074          0.000          0.089         64.036          0.925          3.614        113.462        139.323       1412.733         327.105          0.185          0.257          0.268          0.274          0.270          0.238          0.256          0.279          0.292          0.298        452.299         65.816          0.056          0.056                 0.390                 0.388                 0.318             30       3644.718       8656.216          0.829         12.396       1700.000        118.757         15.448         11.525         10.408         11.104          4.867          1.805          1.998          2.120          2.293          2.469        146.897         37.631              ?              ?              ?
           1981             88     29/03/1981       1027.800             124.217            390.257         16.324          2.518          1.932          1.976          1.172          1.198          1.170          1.131          1.083          1.072          0.000          0.050         39.134          1.267          1.750         54.098        140.653       1416.625         398.002          0.298          0.303          0.306          0.306          0.306          0.306          0.306          0.306          0.306          0.306        519.139        131.139          0.000          0.000                 0.362                 0.360                 0.515             30       5127.948      12853.810          1.381         15.744       1700.000        144.075          2.886          2.449          2.248          3.649          3.474          3.893          4.825          5.405          5.381          4.923        147.808         62.611              ?              ?              ?
           1982             92     02/04/1982        781.000              69.661            221.502         16.862          2.612          1.986          2.024          1.204          1.217          1.188          1.129          1.094          1.073          0.000          0.086         38.002          0.878          2.755        108.269        146.455       1420.095         341.233          0.171          0.249          0.264          0.273          0.276          0.277          0.283          0.293          0.298          0.300        468.518         83.378          0.408          0.408                 0.350                 0.347                 0.692             35       4086.726      10173.902          0.867         14.537       1700.000        144.110          9.909          5.280          5.159          7.632          4.240          1.872          1.152          0.883          0.874          1.003        148.873         27.129              ?              ?              ?
           1983             99     09/04/1983        492.900               7.591            100.807         20.743          2.780          2.062          2.123          1.246          1.230          1.201          1.140          1.096          1.075          0.000          0.050        109.003          1.146          1.791         59.290        149.445       1424.255         329.879          0.143          0.230          0.244          0.247          0.227          0.231          0.260          0.282          0.294          0.299        429.412         47.139          0.212          0.212                 0.326                 0.325                 0.247             45       3031.364       7325.474          0.643         10.629       1700.000        100.017         35.335         22.696         18.628         18.677          6.094          2.514          1.826          1.312          1.037          0.884        151.603         13.144              ?              ?              ?
           1984            112     21/04/1984        627.200              18.402            135.126         18.090          2.543          1.965          2.012          1.209          1.229          1.200          1.138          1.089          1.074          0.000          0.039         86.329          0.941          1.552         45.974        124.883       1424.789         349.579          0.176          0.255          0.268          0.277          0.284          0.289          0.295          0.299          0.300          0.300        478.583         92.959          0.023          0.023                 0.357                 0.354                 0.322             54       4830.019       9662.926          1.017         12.720       1700.000        112.513         11.842          9.687         12.113         22.581         14.593          7.097          3.556          2.193          1.496          1.171        155.825         27.291              ?              ?              ?
           1985             95     05/04/1985       1049.100              54.836            452.294         15.898          2.530          1.927          1.988          1.171          1.184          1.141          1.094          1.075          1.062          0.000          0.046         14.864          0.813          1.601         50.020        117.993       1425.570         394.174          0.213          0.275          0.285          0.293          0.296          0.298          0.300          0.300          0.300          0.300        494.563        106.563          0.000          0.000                 0.375                 0.371                 0.447             38       5551.938      12722.271          1.233         15.893       1700.000        171.591          6.909          1.511          0.909          0.973          0.585          0.344          0.283          0.342          0.771          2.236        157.066         72.644              ?              ?              ?
           1986            107     17/04/1986        931.300              61.595            389.013         16.438          2.602          1.968          2.018          1.201          1.218          1.172          1.136          1.089          1.065          0.000          0.058         21.136          0.853          1.901         57.129        119.335       1427.116         385.279          0.188          0.258          0.268          0.275          0.273          0.257          0.260          0.280          0.293          0.298        458.469         71.717          0.000          0.000                 0.355                 0.353                 0.431             49       5139.533      11762.077          1.114         16.163       1700.000        162.524          7.602          2.063          1.526          1.607          0.873          0.528          0.651          0.890          1.622          3.774        157.859         75.683              ?              ?              ?
           1987             95     05/04/1987        650.000              31.420            212.573         18.833          2.689          2.008          2.094          1.227          1.230          1.196          1.137          1.090          1.061          0.000          0.061         58.375          0.983          2.297         64.701        141.353       1430.821         299.193          0.210          0.272          0.276          0.269          0.221          0.228          0.259          0.281          0.294          0.299        446.024         58.024          0.071          0.071                 0.356                 0.354                 0.346             43       3072.316       8503.655          0.757         13.315       1700.000        131.797         12.215          8.445          8.129         11.997          5.683          3.306          2.815          2.231          1.879          1.674        158.610         33.882              ?              ?              ?
           1988             95     04/04/1988        914.300             106.539            406.600         16.120          2.525          1.958          2.019          1.207          1.227          1.187          1.139          1.088          1.060          0.000          0.058         47.201          0.862          2.792         66.830        122.117       1431.313         284.276          0.218          0.256          0.268          0.276          0.282          0.287          0.294          0.298          0.300          0.300        481.529         93.529          0.021          0.021                 0.342                 0.340                 0.479             39       5221.742      11827.544          1.155         15.028       1700.000        159.793          5.837          2.353          2.662          6.899          7.403          6.533          5.044          3.886          3.298          3.287        160.612         79.019              ?              ?              ?
           1989            103     13/04/1989        831.300              43.207            326.283         17.088          2.559          1.974          2.051          1.205          1.220          1.186          1.135          1.077          1.055          0.000          0.064         44.180          1.091          2.430         70.657        133.616       1434.079         366.349          0.185          0.257          0.261          0.245          0.240          0.251          0.273          0.289          0.297          0.300        449.065         62.598          0.022          0.022                 0.361                 0.358                 0.440             44       4799.894      10429.614          1.022         13.877       1700.000        130.747          8.044          3.145          2.428          4.893          4.922          4.524          4.683          4.355          3.844          3.341        160.690         56.855              ?              ?              ?
           1990             86     27/03/1990        812.500              64.419            375.420         17.397          2.585          1.979          2.046          1.182          1.200          1.161          1.118          1.064          1.049          0.000          0.073         15.433          1.202          2.655         78.018        140.844       1436.784         277.497          0.286          0.227          0.226          0.231          0.236          0.245          0.269          0.287          0.296          0.299        446.833         58.833          0.085          0.085                 0.376                 0.379                 0.422             29       4688.449      11996.918          1.027         16.269       1700.000        149.236          4.954          0.938          0.431          0.549          0.510          0.496          0.853          1.269          2.025          3.407        160.883         72.381              ?              ?              ?
           1991             84     25/03/1991        811.400              50.208            209.558         17.642          2.592          1.965          2.031          1.187          1.194          1.153          1.109          1.065          1.047          0.000          0.058         49.188          1.358          2.016         61.332        141.868       1441.306         361.048          0.278          0.295          0.299          0.299          0.282          0.259          0.275          0.290          0.297          0.300        487.522         99.522          0.012          0.012                 0.342                 0.339                 0.332             31       5180.660      11902.540          1.185         15.918       1700.000        164.993          8.894          6.591          6.460         11.183          6.904          3.060          1.957          1.484          1.313          1.342        160.974         31.716              ?              ?              ?
           1992             68     08/03/1992         87.100               2.200             24.511         21.537          3.086          2.126          2.147          1.196          1.177          1.150          1.110          1.064          1.041          0.000          0.086        127.440          1.717          3.415        101.820        149.357       1444.632         118.796          0.149          0.200          0.200          0.200          0.200          0.202          0.237          0.266          0.287          0.296        392.593          9.709         58.482         58.482                 0.254                 0.307                 0.400             23       1276.149       4692.633          0.313          7.735       1700.000         92.445        107.997         11.379          2.357          1.560          0.823          0.608          0.753          0.714          0.626          0.622        162.502          0.720              ?              ?              ?
           1993             90     31/03/1993        775.000             100.452            312.412         20.180          2.673          1.940          1.945          1.106          1.192          1.161          1.106          1.063          1.046          0.000          0.077         93.077          1.014          3.426         86.448        138.367       1445.968         296.862          0.135          0.227          0.247          0.258          0.267          0.275          0.286          0.295          0.299          0.300        457.152         75.629          0.160          0.160                 0.325                 0.322                 0.299             32       3359.952       7374.038          0.670         10.607       1700.000         86.365         10.687          6.984          8.834         17.654         13.703          9.478          7.667          6.832          6.102          5.136        165.267         69.043              ?              ?              ?
           1994             82     23/03/1994        439.400              35.694            163.278         20.580          2.808          2.011          2.054          1.154          1.144          1.112          1.063          1.045          1.035          0.000          0.132         74.544          4.422          6.354        167.628        140.747       1446.810         255.344          0.100          0.200          0.206          0.210          0.215          0.228          0.258          0.280          0.293          0.298        406.980         28.976          1.623          1.623                 0.356                 0.359                 0.229             23       1101.277       5894.712          0.308          9.668       1700.000        102.638         61.448          3.811          1.978          2.197          1.291          0.699          0.744          0.637          0.746          0.994        167.130         20.295              ?              ?              ?
           1995            118     28/04/1995        584.500              29.115            188.974         19.898          2.679          1.991          2.052          1.209          1.210          1.168          1.109          1.062          1.049          0.000          0.097        121.557          0.800          5.410        132.381        145.198       1448.466         285.878          0.194          0.250          0.262          0.271          0.277          0.280          0.282          0.286          0.295          0.299        468.757         81.352          0.553          0.553                 0.340                 0.347                 0.235             59       2028.859       5240.559          0.474          7.556       1700.000         74.909         28.991         16.886         15.921         24.490         15.691          8.242          4.562          2.997          2.142          1.635        169.987         31.057              ?              ?              ?
           1996             80     20/03/1996        574.700              45.549            208.584         18.883          2.622          1.944          2.006          1.152          1.156          1.108          1.071          1.047          1.038          0.000          0.066        122.895          0.781          3.522         87.085        123.959       1448.125         256.222          0.211          0.273          0.282          0.289          0.292          0.295          0.299          0.300          0.300          0.300        491.634        103.634          0.203          0.203                 0.370                 0.367                 0.460             31       3250.704       6809.191          0.848          8.216       1700.000         83.066          6.414          5.455          9.166         27.898         27.206         20.434         12.774          7.259          3.997          2.292        171.717         55.975              ?              ?              ?
           1997            101     11/04/1997        748.800              45.309            174.991         17.395          2.513          1.907          1.966          1.119          1.134          1.093          1.054          1.042          1.036          0.000          0.046         42.922          0.802          1.812         52.142        107.733       1447.168         383.369          0.187          0.263          0.274          0.281          0.286          0.290          0.293          0.283          0.293          0.298        477.189         90.458          0.034          0.034                 0.342                 0.344                 0.831             39       4663.737      12059.181          1.116         14.774       1700.000        148.032          4.855          3.523          4.746         10.781          8.567          5.000          2.281          1.174          1.017          0.978        172.663         31.985              ?              ?              ?
           1998            102     12/04/1998       1164.300             168.140            493.550         17.033          2.575          1.939          2.008          1.141          1.153          1.113          1.073          1.043          1.032          0.000          0.076          9.149          0.705          2.697         96.087        119.461       1447.851         353.668          0.183          0.260          0.274          0.283          0.290          0.294          0.298          0.300          0.300          0.300        484.726         98.415          0.070          0.070                 0.363                 0.362                 0.477             44       3817.172      11119.205          0.888         13.462       1700.000        183.551          3.448          0.654          0.421          0.603          0.482          0.340          0.295          0.298          0.571          2.036        172.592         78.518              ?              ?              ?
