Summary_file = navybean.sum
Title = navybean Sample Simulation
       day      year            lai        biomass  green_biomass     dm_green()        dm_green(1)        dm_green(2)        dm_green(3)        dm_green(4)        dm_green(5)        dm_green(6)      p_green()         p_green(1)         p_green(2)         p_green(3)         p_green(4)         p_green(5)         p_green(6)        p_sen()           p_sen(1)           p_sen(2)           p_sen(3)           p_sen(4)           p_sen(5)           p_sen(6)       p_demand    pfact_photo    pfact_pheno pfact_expansion    pfact_grain      biomass_p green_biomass_p        grain_p         leaf_p         stem_p         root_p     deadleaf_p          pod_p         head_p   p_senesced()       p_dead()  dlt_p_green() dlt_p_retrans() dlt_p_detached()   dlt_p_dead()    dlt_p_sen()  p_conc_stover    p_conc_leaf    p_conc_stem   p_conc_grain p_uptake_stover grain_p_demand    surfaceom_p
     (day)    (year)      (m^2/m^2)        (kg/ha)        (kg/ha)        (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)        (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)        (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)            (g/m^2)        (g/m^2)             ()             ()              ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)          (g/m^2)        (g/m^2)        (g/m^2)            (%)            (%)            (%)            (%)             (%)        (g/m^2)        (kg/ha)
       330      1988          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          1.000          1.000           1.000          1.000          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000          0.000          0.000
       331      1988          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          1.000          1.000           1.000          1.000          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000          0.000          0.000
       332      1988          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          1.000          1.000           1.000          1.000          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000          0.000          0.000
       333      1988          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          1.000          1.000           1.000          1.000          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000          0.000          0.000
       334      1988          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          1.000          1.000           1.000          1.000          0.000           0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.000          0.000          0.000          0.000          0.000           0.000          0.000          0.000
       335      1988          0.010         25.000         25.000          7.475              4.975              2.500              0.000              0.000              0.000              0.000          0.020              0.007              0.013              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          1.000          1.000           1.000          1.000          0.013           0.013          0.000          0.013          0.000          0.007          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.000          0.500          0.500          0.000          0.000           0.013          0.000          0.000
       336      1988          0.013         26.461         26.461          7.742              5.096              2.588              0.058              0.000              0.000              0.000          0.020              0.008              0.013              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          1.000          1.000           1.000          1.000          0.013           0.013          0.000          0.013          0.000          0.008          0.000          0.000          0.000          0.000          0.000          0.000           0.000            0.000          0.000          0.000          0.482          0.493          0.000          0.000           0.013          0.000          0.000
       337      1988          0.016         27.949         27.949          8.013              5.218              2.677              0.118              0.000              0.000              0.000          0.021              0.008              0.013              0.000              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.001          0.843          1.000           1.000          1.000          0.013           0.013          0.000          0.013          0.000          0.008          0.000          0.000          0.000          0.000          0.000          0.001           0.000            0.000          0.000          0.000          0.480          0.491          0.227          0.000           0.013          0.000          0.000
       338      1988          0.020         29.632         29.632          8.323              5.359              2.778              0.185              0.000              0.000              0.000          0.022              0.008              0.014              0.001              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.001          0.853          1.000           1.000          1.000          0.014           0.014          0.000          0.014          0.001          0.008          0.000          0.000          0.000          0.000          0.000          0.001           0.000            0.000          0.000          0.000          0.477          0.489          0.291          0.000           0.014          0.000          0.000
       339      1988          0.025         32.067         32.067          8.782              5.575              2.924              0.283              0.000              0.000              0.000          0.023              0.008              0.014              0.001              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.001          0.847          1.000           1.000          1.000          0.015           0.015          0.000          0.014          0.001          0.008          0.000          0.000          0.000          0.000          0.000          0.001           0.000            0.000          0.000          0.000          0.468          0.485          0.301          0.000           0.015          0.000          0.000
       340      1988          0.031         34.930         34.930          9.325              5.832              3.096              0.397              0.000              0.000              0.000          0.025              0.009              0.015              0.001              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.002          0.795          1.000           1.000          1.000          0.016           0.016          0.000          0.015          0.001          0.009          0.000          0.000          0.000          0.000          0.000          0.002           0.000            0.000          0.000          0.000          0.465          0.483          0.327          0.000           0.016          0.000          0.000
       341      1988          0.038         38.149         38.149          9.938              6.123              3.289              0.526              0.000              0.000              0.000          0.027              0.009              0.016              0.002              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.002          0.791          1.000           1.000          1.000          0.018           0.018          0.000          0.016          0.002          0.009          0.000          0.000          0.000          0.000          0.000          0.002           0.000            0.000          0.000          0.000          0.461          0.480          0.346          0.000           0.018          0.000          0.000
       342      1988          0.043         40.934         40.934         10.463              6.370              3.456              0.637              0.000              0.000              0.000          0.028              0.009              0.017              0.002              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.002          0.782          1.000           1.000          1.000          0.019           0.019          0.000          0.017          0.002          0.009          0.000          0.000          0.000          0.000          0.000          0.002           0.000            0.000          0.000          0.000          0.464          0.480          0.374          0.000           0.019          0.000          0.000
       343      1988          0.049         43.729         43.729         10.989              6.616              3.624              0.749              0.000              0.000              0.000          0.030              0.010              0.017              0.003              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.002          0.835          1.000           1.000          1.000          0.020           0.020          0.000          0.017          0.003          0.010          0.000          0.000          0.000          0.000          0.000          0.002           0.000            0.000          0.000          0.000          0.463          0.479          0.384          0.000           0.020          0.000          0.000
       344      1988          0.057         47.457         47.457         11.699              6.954              3.847              0.898              0.000              0.000              0.000          0.032              0.010              0.018              0.003              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.002          0.850          1.000           1.000          1.000          0.022           0.022          0.000          0.018          0.003          0.010          0.000          0.000          0.000          0.000          0.000          0.002           0.000            0.000          0.000          0.000          0.456          0.475          0.377          0.000           0.022          0.000          0.000
       345      1988          0.069         53.073         53.073         12.785              7.478              4.184              1.123              0.000              0.000              0.000          0.035              0.011              0.020              0.004              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.003          0.812          1.000           1.000          1.000          0.024           0.024          0.000          0.020          0.004          0.011          0.000          0.000          0.000          0.000          0.000          0.003           0.000            0.000          0.000          0.000          0.446          0.468          0.365          0.000           0.024          0.000          0.000
       346      1988          0.083         59.955         59.955         14.121              8.125              4.597              1.398              0.000              0.000              0.000          0.038              0.012              0.021              0.005              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.004          0.750          1.000           1.000          1.000          0.026           0.026          0.000          0.021          0.005          0.012          0.000          0.000          0.000          0.000          0.000          0.004           0.000            0.000          0.000          0.000          0.442          0.464          0.367          0.000           0.026          0.000          0.000
       347      1988          0.098         66.825         66.825         15.451              8.768              5.010              1.673              0.000              0.000              0.000          0.042              0.013              0.023              0.006              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.004          0.733          1.000           1.000          1.000          0.030           0.030          0.000          0.023          0.006          0.013          0.000          0.000          0.000          0.000          0.000          0.004           0.000            0.000          0.000          0.000          0.443          0.465          0.379          0.000           0.030          0.000          0.000
       348      1988          0.117         76.076         76.076         17.252              9.645              5.565              2.043              0.000              0.000              0.000          0.047              0.014              0.026              0.008              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.005          0.774          1.000           1.000          1.000          0.033           0.033          0.000          0.026          0.008          0.014          0.000          0.000          0.000          0.000          0.000          0.005           0.000            0.000          0.000          0.000          0.436          0.459          0.374          0.000           0.033          0.000          0.000
       349      1988          0.141         87.510         87.510         19.485             10.734              6.251              2.500              0.000              0.000              0.000          0.053              0.015              0.029              0.009              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.006          0.732          1.000           1.000          1.000          0.038           0.038          0.000          0.029          0.009          0.015          0.000          0.000          0.000          0.000          0.000          0.006           0.000            0.000          0.000          0.000          0.433          0.456          0.375          0.000           0.038          0.000          0.000
       350      1988          0.168        100.301        100.301         21.983             11.953              7.018              3.012              0.000              0.000              0.000          0.060              0.017              0.032              0.011              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.007          0.730          1.000           1.000          1.000          0.043           0.043          0.000          0.032          0.011          0.017          0.000          0.000          0.000          0.000          0.000          0.007           0.000            0.000          0.000          0.000          0.431          0.453          0.378          0.000           0.043          0.000          0.000
       351      1988          0.190        110.844        110.844         24.027             12.942              7.651              3.434              0.000              0.000              0.000          0.067              0.019              0.035              0.013              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.007          0.732          1.000           1.000          1.000          0.048           0.048          0.000          0.035          0.013          0.019          0.000          0.000          0.000          0.000          0.000          0.007           0.000            0.000          0.000          0.000          0.437          0.457          0.391          0.000           0.048          0.000          0.000
       352      1988          0.206        118.437        118.437         25.477             13.633              8.106              3.737              0.000              0.000              0.000          0.072              0.020              0.037              0.015              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.005          0.810          1.000           1.000          1.000          0.052           0.052          0.000          0.037          0.015          0.020          0.000          0.000          0.000          0.000          0.000          0.005           0.000            0.000          0.000          0.000          0.443          0.461          0.402          0.000           0.052          0.000          0.000
       353      1988          0.227        128.326        128.326         27.382             14.549              8.700              4.133              0.000              0.000              0.000          0.077              0.021              0.040              0.016              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.005          0.879          1.000           1.000          1.000          0.056           0.056          0.000          0.040          0.016          0.021          0.000          0.000          0.000          0.000          0.000          0.005           0.000            0.000          0.000          0.000          0.438          0.457          0.397          0.000           0.056          0.000          0.000
       354      1988          0.269        148.394        148.394         31.312             16.473              9.904              4.936              0.000              0.000              0.000          0.086              0.023              0.044              0.019              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.009          0.854          1.000           1.000          1.000          0.063           0.063          0.000          0.044          0.019          0.023          0.000          0.000          0.000          0.000          0.000          0.009           0.000            0.000          0.000          0.000          0.422          0.444          0.378          0.000           0.063          0.000          0.000
       355      1988          0.317        170.987        170.987         35.737             18.639             11.259              5.839              0.000              0.000              0.000          0.098              0.026              0.050              0.022              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.013          0.736          1.000           1.000          1.000          0.072           0.072          0.000          0.050          0.022          0.026          0.000          0.000          0.000          0.000          0.000          0.013           0.000            0.000          0.000          0.000          0.421          0.442          0.379          0.000           0.072          0.000          0.000
       356      1988          0.367        194.774        194.774         40.390             20.912             12.686              6.791              0.000              0.000              0.000          0.112              0.030              0.056              0.026              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.014          0.747          1.000           1.000          1.000          0.082           0.082          0.000          0.056          0.026          0.030          0.000          0.000          0.000          0.000          0.000          0.014           0.000            0.000          0.000          0.000          0.421          0.442          0.383          0.000           0.082          0.000          0.000
       357      1988          0.425        222.729        222.729         45.862             23.589             14.364              7.909              0.000              0.000              0.000          0.126              0.033              0.063              0.030              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.015          0.769          1.000           1.000          1.000          0.093           0.093          0.000          0.063          0.030          0.033          0.000          0.000          0.000          0.000          0.000          0.014           0.000            0.000          0.000          0.000          0.416          0.437          0.378          0.000           0.093          0.000          0.000
       358      1988          0.492        257.398        257.398         52.661             26.921             16.444              9.296              0.000              0.000              0.000          0.139              0.036              0.069              0.034              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.019          0.743          1.000           1.000          1.000          0.103           0.103          0.000          0.069          0.034          0.036          0.000          0.000          0.000          0.000          0.000          0.014           0.000            0.000          0.000          0.000          0.400          0.421          0.363          0.000           0.103          0.000          0.000
       359      1988          0.564        291.567        291.567         59.343             30.186             18.494             10.663              0.000              0.000              0.000          0.152              0.040              0.075              0.037              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.026          0.620          1.000           1.000          1.000          0.113           0.113          0.000          0.075          0.037          0.040          0.000          0.000          0.000          0.000          0.000          0.013           0.000            0.000          0.000          0.000          0.387          0.407          0.351          0.000           0.113          0.000          0.000
       360      1988          0.634        325.966        325.966         66.054             33.458             20.558             12.039              0.000              0.000              0.000          0.165              0.043              0.081              0.041              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.034          0.528          1.000           1.000          1.000          0.122           0.122          0.000          0.081          0.041          0.043          0.000          0.000          0.000          0.000          0.000          0.013           0.000            0.000          0.000          0.000          0.375          0.395          0.340          0.000           0.122          0.000          0.000
       361      1988          0.699        358.721        358.721         72.422             36.550             22.523             13.349              0.000              0.000              0.000          0.177              0.046              0.087              0.044              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.040          0.449          1.000           0.898          1.000          0.132           0.132          0.000          0.087          0.044          0.046          0.000          0.000          0.000          0.000          0.000          0.012           0.000            0.000          0.000          0.000          0.367          0.387          0.333          0.000           0.132          0.000          0.000
       362      1988          0.745        383.321        383.321         77.147             38.815             23.999             14.333              0.000              0.000              0.000          0.191              0.049              0.094              0.048              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.043          0.396          1.000           0.791          1.000          0.142           0.142          0.000          0.094          0.048          0.049          0.000          0.000          0.000          0.000          0.000          0.014           0.000            0.000          0.000          0.000          0.371          0.390          0.338          0.000           0.142          0.000          0.000
       363      1988          0.810        418.040        418.040         83.879             42.075             26.082             15.722              0.000              0.000              0.000          0.204              0.052              0.100              0.052              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.045          0.450          1.000           0.900          1.000          0.152           0.152          0.000          0.100          0.052          0.052          0.000          0.000          0.000          0.000          0.000          0.013           0.000            0.000          0.000          0.000          0.363          0.382          0.331          0.000           0.152          0.000          0.000
       364      1988          0.874        453.498        453.498         90.743             45.393             28.210             17.140              0.000              0.000              0.000          0.216              0.055              0.105              0.055              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.053          0.403          1.000           0.805          1.000          0.161           0.161          0.000          0.105          0.055          0.055          0.000          0.000          0.000          0.000          0.000          0.012           0.000            0.000          0.000          0.000          0.354          0.373          0.323          0.000           0.161          0.000          0.000
       365      1988          0.928        484.009        484.009         96.603             48.202             30.041             18.360              0.000              0.000              0.000          0.227              0.058              0.111              0.059              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.059          0.350          1.000           0.700          1.000          0.169           0.169          0.000          0.111          0.059          0.058          0.000          0.000          0.000          0.000          0.000          0.012           0.000            0.000          0.000          0.000          0.350          0.368          0.319          0.000           0.169          0.000          0.000
       366      1988          0.982        513.712        513.712        102.287             50.916             31.823             19.548              0.000              0.000              0.000          0.238              0.061              0.116              0.062              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.063          0.330          1.000           0.660          1.000          0.177           0.177          0.000          0.116          0.062          0.061          0.000          0.000          0.000          0.000          0.000          0.011           0.000            0.000          0.000          0.000          0.345          0.364          0.315          0.000           0.177          0.000          0.000
         1      1989          1.036        543.926        543.926        108.060             53.668             33.636             20.757              0.000              0.000              0.000          0.248              0.063              0.121              0.065              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.069          0.308          1.000           0.615          1.000          0.185           0.185          0.000          0.121          0.065          0.063          0.000          0.000          0.000          0.000          0.000          0.011           0.000            0.000          0.000          0.000          0.341          0.359          0.311          0.000           0.185          0.000          0.000
         2      1989          1.076        565.916        565.916        112.179             55.587             34.955             21.637              0.000              0.000              0.000          0.259              0.066              0.126              0.067              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.064          0.436          1.000           0.873          1.000          0.193           0.193          0.000          0.126          0.067          0.066          0.000          0.000          0.000          0.000          0.000          0.011           0.000            0.000          0.000          0.000          0.341          0.359          0.312          0.000           0.193          0.000          0.000
         3      1989          1.149        606.579        606.579        120.013             59.355             37.395             23.263              0.000              0.000              0.000          0.271              0.070              0.131              0.071              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.063          0.558          1.000           1.000          1.000          0.202           0.202          0.000          0.131          0.071          0.070          0.000          0.000          0.000          0.000          0.000          0.013           0.000            0.000          0.000          0.000          0.332          0.350          0.304          0.000           0.202          0.000          0.000
         4      1989          1.264        670.414        670.414        128.196             61.155             41.225             25.817              0.000              0.000              0.000          0.282              0.073              0.136              0.073              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.072          0.590          1.000           1.000          1.000          0.209           0.209          0.000          0.136          0.073          0.073          0.000          0.000          0.000          0.000          0.000          0.011           0.000            0.000          0.000          0.000          0.312          0.329          0.284          0.000           0.209          0.000          0.000
         5      1989          1.388        739.372        739.372        137.050             63.113             45.362             28.575              0.000              0.000              0.000          0.292              0.076              0.141              0.076              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.085          0.534          1.000           1.000          1.000          0.217           0.217          0.000          0.141          0.076          0.076          0.000          0.000          0.000          0.000          0.000          0.010           0.000            0.000          0.000          0.000          0.293          0.310          0.266          0.000           0.217          0.000          0.000
         6      1989          1.472        785.825        785.825        142.905             64.323             48.149             30.433              0.000              0.000              0.000          0.305              0.079              0.146              0.079              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.081          0.573          1.000           1.000          1.000          0.226           0.226          0.000          0.146          0.079          0.079          0.000          0.000          0.000          0.000          0.000          0.013           0.000            0.000          0.000          0.000          0.287          0.304          0.261          0.000           0.226          0.000          0.000
         7      1989          1.530        851.066        851.066        151.250             66.143             50.107             32.390              2.610              0.000              0.000          0.317              0.082              0.152              0.082              0.000              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.071          0.724          1.000           1.000          1.000          0.234           0.234          0.000          0.152          0.082          0.082          0.000          0.000          0.000          0.000          0.000          0.012           0.000            0.000          0.000          0.000          0.275          0.303          0.255          0.000           0.234          0.000          0.000
         8      1989          1.616        947.443        947.165        163.694             68.977             52.970             35.282              6.465              0.000              0.000          0.328              0.085              0.156              0.085              0.001              0.000              0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.090          0.728          1.000           1.000          1.000          0.243           0.243          0.000          0.156          0.085          0.085          0.000          0.001          0.001          0.000          0.000          0.012           0.000            0.000          0.000          0.000          0.257          0.295          0.241          0.000           0.243          0.000          0.000
         9      1989          1.750       1047.319       1046.765        174.173             69.497             57.413             39.752              6.674              0.838              0.000          0.338              0.087              0.160              0.087              0.004              0.000              0.000          0.001              0.000              0.000              0.000              0.000              0.000              0.000          0.103          0.755          1.000           1.000          1.000          0.251           0.251          0.000          0.160          0.087          0.087          0.000          0.004          0.004          0.001          0.000          0.011           0.000            0.000          0.000          0.000          0.242          0.279          0.219          0.000           0.251          0.000          0.000
        10      1989          1.873       1142.242       1141.449        184.116             69.971             61.516             43.879              6.922              1.828              0.000          0.348              0.089              0.161              0.088              0.006              0.003              0.000          0.001              0.000              0.000              0.000              0.000              0.000              0.000          0.113          0.653          1.000           1.000          1.000          0.259           0.259          0.003          0.161          0.088          0.089          0.000          0.006          0.010          0.001          0.000          0.010           0.000            0.000          0.000          0.000          0.228          0.262          0.201          0.183           0.256          0.000          0.000
        11      1989          1.971       1222.080       1220.999        192.412             70.312             64.789             47.180              7.198              2.933              0.000          0.359              0.090              0.163              0.090              0.008              0.007              0.000          0.001              0.000              0.000              0.000              0.000              0.000              0.000          0.133          0.551          1.000           1.000          1.000          0.269           0.269          0.007          0.163          0.090          0.090          0.000          0.008          0.016          0.001          0.000          0.012           0.000            0.000          0.000          0.000          0.220          0.252          0.191          0.249           0.262          0.000          0.000
