Summary_file = RoseworthyMidLowNTopDress.sum
Title = Roseworthy Mid Sowing Low N TopDress
           date            day           year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()          (day)         (year)            (?)              (?)      (m^2/m^2)        (kg/ha)        (kg/ha)            (?)            (?)           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     14/11/1976            319           1976        211.400          211.400          0.001       7095.744       2732.960          0.385          0.794         94.237          2.376          6.492         31.390         14.194            273
     10/11/1977            314           1977        168.400          168.400          0.001       5808.110       1659.843          0.286          0.661         79.207          2.875          4.772         32.747          6.054            271
     20/11/1978            324           1978        404.500          391.003          0.001      14406.084       3722.062          0.258          0.612        210.307          1.498          5.575         23.101         70.251            279
     11/11/1979            315           1979        327.300          326.150          0.001      12088.055       3805.356          0.315          0.704        165.076          1.796          6.833         22.644         83.306            269
     07/11/1980            312           1980        314.000          312.952          0.001       8817.962       3452.549          0.392          0.784        128.352          2.059          7.108         24.170         72.441            267
     09/11/1981            313           1981        327.500          325.429          0.001      12970.067       3618.133          0.279          0.666        201.511          1.726          6.246         23.183         20.210            268
     11/11/1982            315           1982        138.900          138.900          0.001       3693.485       1127.322          0.305          0.479         53.517          2.893          3.261         39.061          0.437            270
     14/11/1983            318           1983        262.900          262.389          0.001      11443.399       3990.573          0.349          0.713        162.556          1.612          6.434         24.100         10.885            275
     16/11/1984            321           1984        291.700          291.653          0.001      12787.328       3817.351          0.299          0.672        166.546          1.638          6.255         22.919         27.313            276
     13/11/1985            317           1985        291.100          290.994          0.001      12396.075       3843.526          0.310          0.689        180.004          1.666          6.403         24.712         15.445            275
     16/11/1986            320           1986        323.400          322.622          0.001      13854.275       3786.580          0.273          0.648        186.125          1.642          6.217         22.900         34.887            274
     15/11/1987            319           1987        205.100          205.093          0.001       7418.185       2493.101          0.336          0.779         96.618          2.587          6.450         29.148         17.835            272
     04/11/1988            309           1988        240.900          238.871          0.001       8295.568       2836.005          0.342          0.771        119.422          2.299          6.521         27.745         24.053            267
     21/11/1989            325           1989        267.700          267.696          0.001      10354.933       3218.942          0.311          0.703        137.778          1.898          6.111         25.306         12.348            281
     07/11/1990            311           1990        258.200          256.816          0.001      10406.185       3743.759          0.360          0.740        144.356          1.766          6.613         24.554          5.227            269
     05/11/1991            309           1991        294.900          293.149          0.001      10967.284       3655.198          0.333          0.735        160.482          1.864          6.812         23.627         38.845            266
     17/11/1992            322           1992        389.600          387.534          0.001      13005.534       4079.425          0.314          0.685        178.291          1.648          6.724         21.036         98.631            277
     09/11/1993            313           1993        285.900          285.741          0.001       9638.951       3876.429          0.402          0.770        143.104          1.828          7.086         27.928         31.498            268
     11/11/1994            315           1994        175.600          173.120          0.001       6145.109       1633.418          0.266          0.626         78.936          2.865          4.679         28.508         14.833            271
     09/11/1995            313           1995        252.800          251.918          0.001       9243.940       3390.439          0.367          0.765        135.658          1.988          6.740         26.025         12.487            270
     10/11/1996            315           1996        334.400          332.868          0.001      12807.730       3801.736          0.297          0.687        187.237          1.742          6.624         22.406         34.305            270
     18/11/1997            322           1997        282.500          279.952          0.001       9340.065       2797.187          0.299          0.731        128.315          2.302          6.438         26.506         76.524            278
     16/11/1998            320           1998        245.100          245.025          0.001       7800.725       2627.290          0.337          0.760        112.939          2.322          6.101         28.425         24.229            275
     11/11/1999            315           1999        204.900          204.900          0.001       5523.503       1951.047          0.353          0.714         82.760          2.891          5.640         34.085         17.564            271
     14/11/2000            319           2000        296.200          296.129          0.001      11608.930       3823.632          0.329          0.700        170.554          1.659          6.342         25.221         21.891            274
     17/11/2001            321           2001        323.600          321.007          0.001      13310.637       3902.082          0.293          0.669        192.033          1.667          6.505         23.013         22.689            271
     12/11/2002            316           2002        156.100          156.100          0.001       4234.312        941.403          0.222          0.422         57.719          2.882          2.713         40.149          0.203            273
