ApsimVersion = 5.4
vvariable = barley.grain_n_demand
           Date           rain            das          stage            lai        biomass          yield     root_depth             ep    RootGreenWt    LeafGreenWt    LeafGreenWt    StemGreenWt    StemGreenWt     podGreenWt     podGreenWt    mealGreenWt    mealGreenWt     oilGreenWt     oilGreenWt dlt_dm_green_retrans(1) dlt_dm_green_retrans(2) dlt_dm_green_retrans(3) dlt_dm_green_retrans(4) dlt_dm_green_retrans(5) dlt_dm_green_retrans(6)     SenescedWt dm_plant_min(1) dm_plant_min(2) dm_plant_min(3) dm_plant_min(4) dm_plant_min(5) dm_plant_min(6)   dlt_dm_green   dlt_dm_green dlt_dm_green_leaf   dlt_dm_green dlt_dm_green_stem   dlt_dm_green dlt_dm_green_pod   dlt_dm_green dlt_dm_green_meal   dlt_dm_green dlt_dm_green_oil dlt_dm_green_retrans(1) dlt_dm_green_retrans(2) dlt_dm_green_retrans(3) dlt_dm_green_retrans(4) dlt_dm_green_retrans(5) dlt_dm_green_retrans(6) dlt_dm_detached dlt_dm_senesced       grain_no     grain_size     podGreenWt       grain_wt    mealGreenWt     oilGreenWt        head_wt          yield     RootGreenN     LeafGreenN     StemGreenN      podGreenN     mealGreenN      oilGreenN    FruitGreenN  RootSenescedN  LeafSenescedN  StemSenescedN   podSenescedN  mealSenescedN  oilSenescedWt FruitSenescedN    dlt_n_green    dlt_n_green    dlt_n_green    dlt_n_green    dlt_n_green    dlt_n_green dlt_n_green_fruit  dlt_n_retrans  dlt_n_retrans dlt_n_retrans_leaf  dlt_n_retrans dlt_n_retrans_stem  dlt_n_retrans dlt_n_retrans_pod  dlt_n_retrans dlt_n_retrans_meal  dlt_n_retrans dlt_n_retrans_oil dlt_n_retrans_fruit dlt_n_senesced_trans dlt_n_senesced_trans dlt_n_senesced_trans_leaf dlt_n_senesced_trans dlt_n_senesced_trans_stem dlt_n_senesced_trans dlt_n_senesced_trans_pod dlt_n_senesced_trans dlt_n_senesced_trans_meal dlt_n_senesced_trans dlt_n_senesced_trans_oil dlt_n_senesced_trans_fruit dlt_n_senesced_retrans dlt_n_senesced_retrans dlt_n_senesced_retrans_leaf dlt_n_senesced_retrans dlt_n_senesced_retrans_stem dlt_n_senesced_retrans dlt_n_senesced_retrans_pod dlt_n_senesced_retrans dlt_n_senesced_retrans_meal dlt_n_senesced_retrans dlt_n_senesced_retrans_oil dlt_n_senesced_retrans_fruit dlt_n_senesced dlt_n_senesced dlt_n_senesced dlt_n_senesced dlt_n_senesced dlt_n_senesced dlt_n_senesced_fruit       n_demand  n_demanded(1)  n_demanded(2)  n_demand_leaf  n_demanded(3)  n_demand_stem  n_demanded(4)   n_demand_pod  n_demanded(5)  n_demand_meal  n_demanded(6)   n_demand_oil n_demand_fruit    nfact_grain
             ()           (mm)            (d)             ()      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)           (mm)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)        (g/m^2)         (g/m^2)         (g/m^2)         (g/m^2)         (g/m^2)         (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)           (g/m^2)        (g/m^2)           (g/m^2)        (g/m^2)          (g/m^2)        (g/m^2)           (g/m^2)        (g/m^2)          (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)         (g/m^2)         (g/m^2)         (/m^2)            (g)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)           (g/m^2)        (g/m^2)        (g/m^2)            (g/m^2)        (g/m^2)            (g/m^2)        (g/m^2)           (g/m^2)        (g/m^2)            (g/m^2)        (g/m^2)           (g/m^2)             (g/m^2)              (g/m^2)              (g/m^2)                   (g/m^2)              (g/m^2)                   (g/m^2)              (g/m^2)                  (g/m^2)              (g/m^2)                   (g/m^2)              (g/m^2)                  (g/m^2)                    (g/m^2)                (g/m^2)                (g/m^2)                     (g/m^2)                (g/m^2)                     (g/m^2)                (g/m^2)                    (g/m^2)                (g/m^2)                     (g/m^2)                (g/m^2)                    (g/m^2)                      (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)              (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()
     18/07/1988          0.000             32          4.391          0.373          200.7            0.0        503.130          0.423          15.69          12.07          12.07           8.00           8.00           0.00           0.00           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00           0.08            0.00            0.00            0.00            0.00            0.00            0.00           4.41           4.41              1.56           4.41              1.04           4.41             0.00           4.41              0.00           4.41             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.07            0.08          0.000          0.000           0.00           0.00           0.00           0.00           0.00            0.0           0.31           0.67           0.31           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.15           0.15           0.15           0.15           0.15           0.15              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.15           0.04           0.08           0.08           0.04           0.04           0.00           0.00           0.00           0.00           0.00           0.00           0.00          1.000
     19/07/1988          0.000             33          4.406          0.427          232.0            0.0        517.590          0.756          17.74          13.91          13.91           9.25           9.25           0.00           0.00           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00           0.13            0.00            0.00            0.00            0.00            0.00            0.00           5.27           5.27              1.88           5.27              1.25           5.27             0.00           5.27              0.00           5.27             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.08            0.13          0.000          0.000           0.00           0.00           0.00           0.00           0.00            0.0           0.36           0.76           0.35           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.18           0.18           0.18           0.18           0.18           0.18              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.19           0.04           0.10           0.10           0.04           0.04           0.00           0.00           0.00           0.00           0.00           0.00           0.00          1.000
     20/07/1988          0.000             34          4.424          0.482          264.0            0.0        534.990          0.722          19.79          15.77          15.77          10.53          10.53           0.00           0.00           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00           0.20            0.00            0.00            0.00            0.00            0.00            0.00           5.35           5.35              1.92           5.35              1.28           5.35             0.00           5.35              0.00           5.35             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.09            0.16          0.000          0.000           0.00           0.00           0.00           0.00           0.00            0.0           0.40           0.86           0.40           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.18           0.18           0.18           0.18           0.18           0.18              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.19           0.04           0.10           0.10           0.04           0.04           0.00           0.00           0.00           0.00           0.00           0.00           0.00          1.000
     21/07/1988          0.000             35          4.445          0.529          291.7            0.0        556.230          0.547          21.49          17.35          17.35          11.64          11.64           0.00           0.00           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00           0.29            0.00            0.00            0.00            0.00            0.00            0.00           4.57           4.57              1.66           4.57              1.11           4.57             0.00           4.57              0.00           4.57             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.10            0.19          0.000          0.000           0.00           0.00           0.00           0.00           0.00            0.0           0.43           0.94           0.43           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.15           0.15           0.15           0.15           0.15           0.15              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.15           0.03           0.08           0.08           0.04           0.04           0.00           0.00           0.00           0.00           0.00           0.00           0.00          1.000
     22/07/1988          8.500             36          4.464          0.571          316.5            0.0        574.230          0.164          22.96          18.77          18.77          12.63          12.63           0.00           0.00           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00           0.37            0.00            0.00            0.00            0.00            0.00            0.00           4.07           4.07              1.49           4.07              0.99           4.07             0.00           4.07              0.00           4.07             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.11            0.19          0.000          0.000           0.00           0.00           0.00           0.00           0.00            0.0           0.46           1.01           0.46           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.12           0.12           0.12           0.12           0.12           0.12              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.13           0.03           0.07           0.07           0.03           0.03           0.00           0.00           0.00           0.00           0.00           0.00           0.00          1.000
     23/07/1988          0.000             37          4.477          0.643          358.3            0.0        587.010          0.578          25.46          21.22          21.22          14.30          14.30           0.00           0.00           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00           0.43            0.00            0.00            0.00            0.00            0.00            0.00           6.81           6.81              2.51           6.81              1.67           6.81             0.00           6.81              0.00           6.81             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.12            0.18          0.000          0.000           0.00           0.00           0.00           0.00           0.00            0.0           0.51           1.13           0.52           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.22           0.22           0.22           0.22           0.22           0.22              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.23           0.05           0.13           0.13           0.05           0.05           0.00           0.00           0.00           0.00           0.00           0.00           0.00          1.000
     24/07/1988          0.000             38          4.489          0.722          404.1            0.0        598.530          0.679          28.15          23.91          23.91          16.13          16.13           0.00           0.00           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00           0.50            0.00            0.00            0.00            0.00            0.00            0.00           7.41           7.41              2.75           7.41              1.83           7.41             0.00           7.41              0.00           7.41             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.13            0.19          0.000          0.000           0.00           0.00           0.00           0.00           0.00            0.0           0.56           1.26           0.57           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.24           0.24           0.24           0.24           0.24           0.24              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.25           0.05           0.14           0.14           0.06           0.06           0.00           0.00           0.00           0.00           0.00           0.00           0.00          1.000
     25/07/1988          0.000             39          4.504          0.818          459.8            0.0        612.570          1.227          31.39          27.19          27.19          18.36          18.36           0.00           0.00           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00           0.59            0.00            0.00            0.00            0.00            0.00            0.00           8.97           8.97              3.35           8.97              2.23           8.97             0.00           8.97              0.00           8.97             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.14            0.23          0.000          0.000           0.00           0.00           0.00           0.00           0.00            0.0           0.61           1.38           0.62           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.20           0.20           0.20           0.20           0.20           0.20              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.31           0.07           0.17           0.17           0.07           0.07           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.945
     26/07/1988          0.000             40          4.523          0.929          524.7            0.0        631.050          1.618          35.06          30.99          30.99          20.96          20.96           0.00           0.00           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00           0.70            0.00            0.00            0.00            0.00            0.00            0.00          10.34          10.34              3.89          10.34              2.60          10.34             0.00          10.34              0.00          10.34             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.16            0.27          0.000          0.000           0.00           0.00           0.00           0.00           0.00            0.0           0.67           1.52           0.69           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.27           0.27           0.27           0.27           0.27           0.27              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.37           0.08           0.20           0.20           0.09           0.09           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.914
     27/07/1988          0.000             41          4.536          1.040          589.8            0.0        643.710          0.911          38.66          34.82          34.82          23.56          23.56           0.00           0.00           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00           0.79            0.00            0.00            0.00            0.00            0.00            0.00          10.31          10.31              3.91          10.31              2.60          10.31             0.00          10.31              0.00          10.31             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.18            0.27          0.000          0.000           0.00           0.00           0.00           0.00           0.00            0.0           0.71           1.65           0.75           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.23           0.23           0.23           0.23           0.23           0.23              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.37           0.08           0.20           0.20           0.09           0.09           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.868
     28/07/1988          0.000             42          4.550          1.172          667.3            0.0        656.790          1.668          42.88          39.39          39.39          26.66          26.66           0.00           0.00           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00           0.89            0.00            0.00            0.00            0.00            0.00            0.00          12.19          12.19              4.65          12.19              3.10          12.19             0.00          12.19              0.00          12.19             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.19            0.29          0.000          0.000           0.00           0.00           0.00           0.00           0.00            0.0           0.76           1.77           0.80           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.21           0.21           0.21           0.21           0.21           0.21              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.43           0.09           0.24           0.24           0.11           0.11           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.790
     29/07/1988          0.000             43          4.565          1.294          739.3            0.0        670.950          1.213          46.67          43.62          43.62          29.54          29.54           0.00           0.00           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00           1.00            0.00            0.00            0.00            0.00            0.00            0.00          11.23          11.23              4.32          11.23              2.88          11.23             0.00          11.23              0.00          11.23             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.22            0.32          0.000          0.000           0.00           0.00           0.00           0.00           0.00            0.0           0.79           1.87           0.85           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.18           0.18           0.18           0.18           0.18           0.18              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.40           0.08           0.22           0.22           0.10           0.10           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.732
     30/07/1988          0.000             44          4.584          1.429          820.5            0.0        688.710          1.160          50.85          48.32          48.32          32.79          32.79           0.00           0.00           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00           1.20            0.00            0.00            0.00            0.00            0.00            0.00          12.56          12.56              4.87          12.56              3.25          12.56             0.00          12.56              0.00          12.56             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.23            0.43          0.000          0.000           0.00           0.00           0.00           0.00           0.00            0.0           0.83           1.96           0.89           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.00           0.16           0.16           0.16           0.16           0.16           0.16              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.01                   0.01                        0.00                   0.01                        0.00                   0.01                       0.00                   0.01                        0.00                   0.01                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.45           0.09           0.25           0.25           0.11           0.11           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.666
     31/07/1988          0.000             45          4.600          1.583          913.9            0.0        704.010          1.920          55.55          53.74          53.74          36.53          36.53           0.00           0.00           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00           1.41            0.00            0.00            0.00            0.00            0.00            0.00          14.32          14.32              5.60          14.32              3.74          14.32             0.00          14.32              0.00          14.32             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.26            0.46          0.000          0.000           0.00           0.00           0.00           0.00           0.00            0.0           0.86           2.04           0.93           0.00           0.00           0.00           0.00           0.00           0.01           0.00           0.00           0.00           0.00           0.00           0.14           0.14           0.14           0.14           0.14           0.14              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.01                   0.01                        0.00                   0.01                        0.00                   0.01                       0.00                   0.01                        0.00                   0.01                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.51           0.10           0.28           0.28           0.12           0.12           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.588
     01/08/1988          0.000             46          4.617          1.720          997.6            0.0        719.370          1.803          59.60          58.56          58.56          39.87          39.87           0.00           0.00           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00           1.62            0.00            0.00            0.00            0.00            0.00            0.00          12.72          12.72              5.02          12.72              3.35          12.72             0.00          12.72              0.00          12.72             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.28            0.50          0.000          0.000           0.00           0.00           0.00           0.00           0.00            0.0           0.88           2.11           0.96           0.00           0.00           0.00           0.00           0.00           0.01           0.00           0.00           0.00           0.00           0.00           0.13           0.13           0.13           0.13           0.13           0.13              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.01                   0.01                        0.00                   0.01                        0.00                   0.01                       0.00                   0.01                        0.00                   0.01                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.45           0.09           0.25           0.25           0.11           0.11           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.533
     02/08/1988          0.000             47          4.636          1.835         1069.4            0.0        736.950          1.188          62.92          62.63          62.63          42.75          42.75           0.00           0.00           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00           1.88            0.00            0.00            0.00            0.00            0.00            0.00          10.81          10.81              4.31          10.81              2.87          10.81             0.00          10.81              0.00          10.81             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.30            0.55          0.000          0.000           0.00           0.00           0.00           0.00           0.00            0.0           0.91           2.18           0.99           0.00           0.00           0.00           0.00           0.00           0.01           0.00           0.00           0.00           0.00           0.00           0.12           0.12           0.12           0.12           0.12           0.12              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.01                   0.01                        0.00                   0.01                        0.00                   0.01                       0.00                   0.01                        0.00                   0.01                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.38           0.07           0.22           0.22           0.09           0.09           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.501
     03/08/1988          0.000             48          4.657          1.959         1147.3            0.0        756.510          1.892          66.39          67.02          67.02          45.86          45.86           0.00           0.00           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00           2.17            0.00            0.00            0.00            0.00            0.00            0.00          11.60          11.60              4.67          11.60              3.12          11.60             0.00          11.60              0.00          11.60             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.32            0.61          0.000          0.000           0.00           0.00           0.00           0.00           0.00            0.0           0.93           2.24           1.02           0.00           0.00           0.00           0.00           0.00           0.01           0.00           0.00           0.00           0.00           0.00           0.11           0.11           0.11           0.11           0.11           0.11              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.01                   0.01                        0.00                   0.01                        0.00                   0.01                       0.00                   0.01                        0.00                   0.01                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.40           0.08           0.23           0.23           0.10           0.10           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.466
     04/08/1988          0.000             49          4.678          2.069         1218.1            0.0        776.010          1.593          69.39          70.98          70.98          48.70          48.70           0.00           0.00           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00           2.49            0.00            0.00            0.00            0.00            0.00            0.00          10.44          10.44              4.25          10.44              2.83          10.44             0.00          10.44              0.00          10.44             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.33            0.65          0.000          0.000           0.00           0.00           0.00           0.00           0.00            0.0           0.95           2.29           1.05           0.00           0.00           0.00           0.00           0.00           0.01           0.00           0.00           0.00           0.00           0.00           0.10           0.10           0.10           0.10           0.10           0.10              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.01                   0.01                        0.00                   0.01                        0.00                   0.01                       0.00                   0.01                        0.00                   0.01                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.36           0.07           0.21           0.21           0.09           0.09           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.441
     05/08/1988          0.000             50          4.700          2.165         1281.6            0.0        796.470          1.407          71.92          74.42          74.42          51.24          51.24           0.00           0.00           0.00           0.00           0.00           0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00           2.87            0.00            0.00            0.00            0.00            0.00            0.00           9.24           9.24              3.81           9.24              2.54           9.24             0.00           9.24              0.00           9.24             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.35            0.73          0.000          0.000           0.00           0.00           0.00           0.00           0.00            0.0           0.96           2.34           1.07           0.00           0.00           0.00           0.00           0.00           0.01           0.00           0.00           0.00           0.00           0.00           0.09           0.09           0.09           0.09           0.09           0.09              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.01                   0.01                        0.01                   0.01                        0.00                   0.01                       0.00                   0.01                        0.00                   0.01                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.32           0.06           0.19           0.19           0.08           0.08           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.427
