APSIM output file, version = 5.4
Title = barley SAMPLE Simulation
           Date           rain            das          stage            lai        biomass          yield     root_depth             ep    dm_green(1)    dm_green(2)  dm_green_leaf    dm_green(3)  dm_green_stem    dm_green(4)   dm_green_pod    dm_green(5)  dm_green_meal    dm_green(6)   dm_green_oil dlt_dm_green_retrans(1) dlt_dm_green_retrans(2) dlt_dm_green_retrans(3) dlt_dm_green_retrans(4) dlt_dm_green_retrans(5) dlt_dm_green_retrans(6)    dm_senesced        dm_dead dm_plant_min(1) dm_plant_min(2) dm_plant_min(3) dm_plant_min(4) dm_plant_min(5) dm_plant_min(6)   dlt_dm_green   dlt_dm_green dlt_dm_green_leaf   dlt_dm_green dlt_dm_green_stem   dlt_dm_green dlt_dm_green_pod   dlt_dm_green dlt_dm_green_meal   dlt_dm_green dlt_dm_green_oil dlt_dm_green_retrans(1) dlt_dm_green_retrans(2) dlt_dm_green_retrans(3) dlt_dm_green_retrans(4) dlt_dm_green_retrans(5) dlt_dm_green_retrans(6) dlt_dm_detached dlt_dm_senesced       grain_no     grain_size         pod_wt       grain_wt        meal_wt         oil_wt        head_wt          yield     n_green(1)     n_green(2)     n_green(3)     n_green(4)     n_green(5)     n_green(6)  n_green_fruit  n_senesced(1)  n_senesced(2)  n_senesced(3)  n_senesced(4)  n_senesced(5)  n_senesced(6) n_senesced_fruit    dlt_n_green    dlt_n_green    dlt_n_green    dlt_n_green    dlt_n_green    dlt_n_green dlt_n_green_fruit  dlt_n_retrans  dlt_n_retrans dlt_n_retrans_leaf  dlt_n_retrans dlt_n_retrans_stem  dlt_n_retrans dlt_n_retrans_pod  dlt_n_retrans dlt_n_retrans_meal  dlt_n_retrans dlt_n_retrans_oil dlt_n_retrans_fruit dlt_n_senesced_trans dlt_n_senesced_trans dlt_n_senesced_trans_leaf dlt_n_senesced_trans dlt_n_senesced_trans_stem dlt_n_senesced_trans dlt_n_senesced_trans_pod dlt_n_senesced_trans dlt_n_senesced_trans_meal dlt_n_senesced_trans dlt_n_senesced_trans_oil dlt_n_senesced_trans_fruit dlt_n_senesced_retrans dlt_n_senesced_retrans dlt_n_senesced_retrans_leaf dlt_n_senesced_retrans dlt_n_senesced_retrans_stem dlt_n_senesced_retrans dlt_n_senesced_retrans_pod dlt_n_senesced_retrans dlt_n_senesced_retrans_meal dlt_n_senesced_retrans dlt_n_senesced_retrans_oil dlt_n_senesced_retrans_fruit dlt_n_senesced dlt_n_senesced dlt_n_senesced dlt_n_senesced dlt_n_senesced dlt_n_senesced dlt_n_senesced_fruit       n_demand  n_demanded(1)  n_demanded(2)  n_demand_leaf  n_demanded(3)  n_demand_stem  n_demanded(4)   n_demand_pod  n_demanded(5)  n_demand_meal  n_demanded(6)   n_demand_oil n_demand_fruit    nfact_grain
             ()           (mm)            (d)             ()      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm)           (mm)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)                 (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)            (?)            (?)         (g/m^2)         (g/m^2)         (g/m^2)         (g/m^2)         (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)           (g/m^2)        (g/m^2)           (g/m^2)        (g/m^2)          (g/m^2)        (g/m^2)           (g/m^2)        (g/m^2)          (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)                 (g/m^2)         (g/m^2)         (g/m^2)         (/m^2)            (g)            (?)        (g/m^2)            (?)            (?)        (g/m^2)        (kg/ha)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)            (?)              (?)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)           (g/m^2)        (g/m^2)        (g/m^2)            (g/m^2)        (g/m^2)            (g/m^2)        (g/m^2)           (g/m^2)        (g/m^2)            (g/m^2)        (g/m^2)           (g/m^2)             (g/m^2)              (g/m^2)              (g/m^2)                   (g/m^2)              (g/m^2)                   (g/m^2)              (g/m^2)                  (g/m^2)              (g/m^2)                   (g/m^2)              (g/m^2)                  (g/m^2)                    (g/m^2)                (g/m^2)                (g/m^2)                     (g/m^2)                (g/m^2)                     (g/m^2)                (g/m^2)                    (g/m^2)                (g/m^2)                     (g/m^2)                (g/m^2)                    (g/m^2)                      (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)              (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()
     16/07/1988          0.000             30          4.358          0.288          153.0            0.0        470.670          0.303              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00              ?              ?            0.00            0.00            0.00            0.00            0.00            0.00           3.14           3.14              1.09           3.14              0.73           3.14             0.00           3.14              0.00           3.14             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.06            0.06          0.000          0.000              ?           0.00              ?              ?           0.00            0.0              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?           0.11           0.11           0.11           0.11           0.11           0.11              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.11           0.03           0.06           0.06           0.03           0.03           0.00           0.00           0.00           0.00           0.00           0.00           0.00          1.000
     17/07/1988          0.000             31          4.376          0.327          174.7            0.0        488.490          0.345              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00              ?              ?            0.00            0.00            0.00            0.00            0.00            0.00           3.71           3.71              1.30           3.71              0.87           3.71             0.00           3.71              0.00           3.71             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.06            0.07          0.000          0.000              ?           0.00              ?              ?           0.00            0.0              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?           0.13           0.13           0.13           0.13           0.13           0.13              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.13           0.03           0.07           0.07           0.03           0.03           0.00           0.00           0.00           0.00           0.00           0.00           0.00          1.000
     18/07/1988          0.000             32          4.391          0.373          200.7            0.0        503.130          0.423              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00              ?              ?            0.00            0.00            0.00            0.00            0.00            0.00           4.41           4.41              1.56           4.41              1.04           4.41             0.00           4.41              0.00           4.41             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.07            0.08          0.000          0.000              ?           0.00              ?              ?           0.00            0.0              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?           0.15           0.15           0.15           0.15           0.15           0.15              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.15           0.04           0.08           0.08           0.04           0.04           0.00           0.00           0.00           0.00           0.00           0.00           0.00          1.000
     19/07/1988          0.000             33          4.406          0.427          232.0            0.0        517.590          0.756              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00              ?              ?            0.00            0.00            0.00            0.00            0.00            0.00           5.27           5.27              1.88           5.27              1.25           5.27             0.00           5.27              0.00           5.27             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.08            0.13          0.000          0.000              ?           0.00              ?              ?           0.00            0.0              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?           0.18           0.18           0.18           0.18           0.18           0.18              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.19           0.04           0.10           0.10           0.04           0.04           0.00           0.00           0.00           0.00           0.00           0.00           0.00          1.000
     20/07/1988          0.000             34          4.424          0.482          264.0            0.0        534.990          0.722              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00              ?              ?            0.00            0.00            0.00            0.00            0.00            0.00           5.35           5.35              1.92           5.35              1.28           5.35             0.00           5.35              0.00           5.35             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.09            0.16          0.000          0.000              ?           0.00              ?              ?           0.00            0.0              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?           0.18           0.18           0.18           0.18           0.18           0.18              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.19           0.04           0.10           0.10           0.04           0.04           0.00           0.00           0.00           0.00           0.00           0.00           0.00          1.000
     21/07/1988          0.000             35          4.445          0.529          291.7            0.0        556.230          0.547              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00              ?              ?            0.00            0.00            0.00            0.00            0.00            0.00           4.57           4.57              1.66           4.57              1.11           4.57             0.00           4.57              0.00           4.57             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.10            0.19          0.000          0.000              ?           0.00              ?              ?           0.00            0.0              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?           0.15           0.15           0.15           0.15           0.15           0.15              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.15           0.03           0.08           0.08           0.04           0.04           0.00           0.00           0.00           0.00           0.00           0.00           0.00          1.000
     22/07/1988          8.500             36          4.464          0.571          316.5            0.0        574.230          0.164              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00              ?              ?            0.00            0.00            0.00            0.00            0.00            0.00           4.07           4.07              1.49           4.07              0.99           4.07             0.00           4.07              0.00           4.07             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.11            0.19          0.000          0.000              ?           0.00              ?              ?           0.00            0.0              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?           0.12           0.12           0.12           0.12           0.12           0.12              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.13           0.03           0.07           0.07           0.03           0.03           0.00           0.00           0.00           0.00           0.00           0.00           0.00          1.000
     23/07/1988          0.000             37          4.477          0.643          358.3            0.0        587.010          0.578              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00              ?              ?            0.00            0.00            0.00            0.00            0.00            0.00           6.81           6.81              2.51           6.81              1.67           6.81             0.00           6.81              0.00           6.81             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.12            0.18          0.000          0.000              ?           0.00              ?              ?           0.00            0.0              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?           0.22           0.22           0.22           0.22           0.22           0.22              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.23           0.05           0.13           0.13           0.05           0.05           0.00           0.00           0.00           0.00           0.00           0.00           0.00          1.000
     24/07/1988          0.000             38          4.489          0.722          404.1            0.0        598.530          0.679              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00              ?              ?            0.00            0.00            0.00            0.00            0.00            0.00           7.41           7.41              2.75           7.41              1.83           7.41             0.00           7.41              0.00           7.41             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.13            0.19          0.000          0.000              ?           0.00              ?              ?           0.00            0.0              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?           0.24           0.24           0.24           0.24           0.24           0.24              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.25           0.05           0.14           0.14           0.06           0.06           0.00           0.00           0.00           0.00           0.00           0.00           0.00          1.000
     25/07/1988          0.000             39          4.504          0.818          459.8            0.0        612.570          1.227              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00              ?              ?            0.00            0.00            0.00            0.00            0.00            0.00           8.97           8.97              3.35           8.97              2.23           8.97             0.00           8.97              0.00           8.97             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.14            0.23          0.000          0.000              ?           0.00              ?              ?           0.00            0.0              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?           0.20           0.20           0.20           0.20           0.20           0.20              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.31           0.07           0.17           0.17           0.07           0.07           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.945
     26/07/1988          0.000             40          4.523          0.929          524.7            0.0        631.050          1.618              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00              ?              ?            0.00            0.00            0.00            0.00            0.00            0.00          10.34          10.34              3.89          10.34              2.60          10.34             0.00          10.34              0.00          10.34             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.16            0.27          0.000          0.000              ?           0.00              ?              ?           0.00            0.0              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?           0.27           0.27           0.27           0.27           0.27           0.27              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.37           0.08           0.20           0.20           0.09           0.09           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.914
     27/07/1988          0.000             41          4.536          1.040          589.8            0.0        643.710          0.911              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00              ?              ?            0.00            0.00            0.00            0.00            0.00            0.00          10.31          10.31              3.91          10.31              2.60          10.31             0.00          10.31              0.00          10.31             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.18            0.27          0.000          0.000              ?           0.00              ?              ?           0.00            0.0              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?           0.23           0.23           0.23           0.23           0.23           0.23              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.37           0.08           0.20           0.20           0.09           0.09           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.868
     28/07/1988          0.000             42          4.550          1.172          667.3            0.0        656.790          1.668              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00              ?              ?            0.00            0.00            0.00            0.00            0.00            0.00          12.19          12.19              4.65          12.19              3.10          12.19             0.00          12.19              0.00          12.19             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.19            0.29          0.000          0.000              ?           0.00              ?              ?           0.00            0.0              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?           0.21           0.21           0.21           0.21           0.21           0.21              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.43           0.09           0.24           0.24           0.11           0.11           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.790
     29/07/1988          0.000             43          4.565          1.294          739.3            0.0        670.950          1.213              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00              ?              ?            0.00            0.00            0.00            0.00            0.00            0.00          11.23          11.23              4.32          11.23              2.88          11.23             0.00          11.23              0.00          11.23             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.22            0.32          0.000          0.000              ?           0.00              ?              ?           0.00            0.0              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?           0.18           0.18           0.18           0.18           0.18           0.18              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.00                   0.00                        0.00                   0.00                        0.00                   0.00                       0.00                   0.00                        0.00                   0.00                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.40           0.08           0.22           0.22           0.10           0.10           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.732
     30/07/1988          0.000             44          4.584          1.429          820.5            0.0        688.710          1.160              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00              ?              ?            0.00            0.00            0.00            0.00            0.00            0.00          12.56          12.56              4.87          12.56              3.25          12.56             0.00          12.56              0.00          12.56             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.23            0.43          0.000          0.000              ?           0.00              ?              ?           0.00            0.0              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?           0.16           0.16           0.16           0.16           0.16           0.16              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.01                   0.01                        0.00                   0.01                        0.00                   0.01                       0.00                   0.01                        0.00                   0.01                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.45           0.09           0.25           0.25           0.11           0.11           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.666
     31/07/1988          0.000             45          4.600          1.583          913.9            0.0        704.010          1.920              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00              ?              ?            0.00            0.00            0.00            0.00            0.00            0.00          14.32          14.32              5.60          14.32              3.74          14.32             0.00          14.32              0.00          14.32             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.26            0.46          0.000          0.000              ?           0.00              ?              ?           0.00            0.0              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?           0.14           0.14           0.14           0.14           0.14           0.14              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.01                   0.01                        0.00                   0.01                        0.00                   0.01                       0.00                   0.01                        0.00                   0.01                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.51           0.10           0.28           0.28           0.12           0.12           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.588
     01/08/1988          0.000             46          4.617          1.720          997.6            0.0        719.370          1.803              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00              ?              ?            0.00            0.00            0.00            0.00            0.00            0.00          12.72          12.72              5.02          12.72              3.35          12.72             0.00          12.72              0.00          12.72             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.28            0.50          0.000          0.000              ?           0.00              ?              ?           0.00            0.0              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?           0.13           0.13           0.13           0.13           0.13           0.13              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.01                   0.01                        0.00                   0.01                        0.00                   0.01                       0.00                   0.01                        0.00                   0.01                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.45           0.09           0.25           0.25           0.11           0.11           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.533
     02/08/1988          0.000             47          4.636          1.835         1069.4            0.0        736.950          1.188              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00              ?              ?            0.00            0.00            0.00            0.00            0.00            0.00          10.81          10.81              4.31          10.81              2.87          10.81             0.00          10.81              0.00          10.81             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.30            0.55          0.000          0.000              ?           0.00              ?              ?           0.00            0.0              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?           0.12           0.12           0.12           0.12           0.12           0.12              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.01                   0.01                        0.00                   0.01                        0.00                   0.01                       0.00                   0.01                        0.00                   0.01                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.38           0.07           0.22           0.22           0.09           0.09           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.501
     03/08/1988          0.000             48          4.657          1.959         1147.3            0.0        756.510          1.892              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00              ?              ?            0.00            0.00            0.00            0.00            0.00            0.00          11.60          11.60              4.67          11.60              3.12          11.60             0.00          11.60              0.00          11.60             0.00                    0.00                   -0.00                   -0.00                    0.00                   -0.00                    0.00            0.32            0.61          0.000          0.000              ?           0.00              ?              ?           0.00            0.0              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?              ?                ?           0.11           0.11           0.11           0.11           0.11           0.11              0.00           0.00           0.00              -0.00           0.00              -0.00           0.00             -0.00           0.00               0.00           0.00              0.00                0.00                 0.00                 0.00                      0.00                 0.00                      0.00                 0.00                     0.00                 0.00                      0.00                 0.00                     0.00                       0.00                   0.01                   0.01                        0.00                   0.01                        0.00                   0.01                       0.00                   0.01                        0.00                   0.01                       0.00                         0.00           0.00           0.00           0.00           0.00           0.00           0.00                 0.00           0.40           0.08           0.23           0.23           0.10           0.10           0.00           0.00           0.00           0.00           0.00           0.00           0.00          0.466
